Source,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4
Anatomy,Object,ConcreteEntity,BodySubstance,ConnectiveTissue,VomerBone
Anatomy,Object,ConcreteEntity,BodySubstance,ConnectiveTissue,WristBone
Anatomy,Object,ConcreteEntity,OrganicObject,BodyPart,XyphiodProcess
Anatomy,Object,ConcreteEntity,BodySubstance,ConnectiveTissue,ZygomaticBone
Biography,Attribute,,OccupationalRole,ArtisticOccupation,
Biography,Process,ConcreteEntity,BarMitzvah,,
Biography,Process,ConcreteEntity,BatMitzvah,,
Biography,Object,ConcreteEntity,Certificate,BirthCertificate,
Biography,Object,ConcreteEntity,Certificate,DeathCertificate,
Biography,Object,ConcreteEntity,Certificate,MarriageCertificate,
Biography,Process,ConcreteEntity,ReligiousProcess,Ordaining,
Biography,Process,ConcreteEntity,ReligiousProcess,ReligiousWedding,
Cars,Object,ConcreteEntity,ATVTire,,
Cars,Attribute,,ObjectiveNorm,GasCompressor,AirConditioningCompressor
Cars,Object,ConcreteEntity,Machine,AirConditioningCondenser,
Cars,Object,ConcreteEntity,Machine,AirConditioningEvaporator,
Cars,Object,ConcreteEntity,AirEngineCoolingSystem,,
Cars,Object,ConcreteEntity,Filter,AirFilter,
Cars,Object,ConcreteEntity,AirIntake,,
Cars,Object,ConcreteEntity,TransportationDevice,LandVehicle,AllTerrainVehicle
Cars,Object,ConcreteEntity,ElectricDevice,Alternator,
Cars,Attribute,,ObjectiveNorm,AntilockBrake,
Cars,Object,ConcreteEntity,Holder,Bag,AutoAirbag
Cars,Object,ConcreteEntity,AutoSuspensionSystem,,
Cars,Object,ConcreteEntity,AutomobileExhaustSystem,,
Cars,Attribute,,ObjectiveNorm,Controller,AutomobileGovernor
Cars,Attribute,,ObjectiveNorm,AutomobileIgnitionSystem,
Cars,Attribute,,ObjectiveNorm,AutomobileMuffler,
Cars,Attribute,,ObjectiveNorm,AutomobileSeat,
Cars,Attribute,,ObjectiveNorm,Damper,AutomobileShock
Cars,Attribute,,ObjectiveNorm,AutomobileTransmission,
Cars,Process,ConcreteEntity,Explosion,Backfire,
Cars,Attribute,,ObjectiveNorm,Bearing,BallBearing
Cars,Object,ConcreteEntity,BallJoint,,
Cars,Object,ConcreteEntity,TransportationDevice,Aircraft,Balloon
Cars,Attribute,,ObjectiveNorm,Bearing,
Cars,Attribute,,ObjectiveNorm,Gear,BevelGear
Cars,Object,ConcreteEntity,MeasuringDevice,BimetalTemperatureSensor,
Cars,Attribute,,ObjectiveNorm,Controller,BleederValve
Cars,Process,ConcreteEntity,BleedingAir,,
Cars,Attribute,,ObjectiveNorm,VehicleSeat,BoatSeat
Cars,Attribute,,ObjectiveNorm,Bolt,
Cars,Attribute,,ObjectiveNorm,Brake,
Cars,Object,ConcreteEntity,BrakeCaliper,,
Cars,Attribute,,BrakeDrum,,
Cars,Object,ConcreteEntity,BrakeMasterCylinder,,
Cars,Attribute,,ObjectiveNorm,BrakePad,
Cars,Object,ConcreteEntity,PureSubstance,Metal,BrakePedal
Cars,Object,ConcreteEntity,BrakeRotor,,
Cars,Attribute,,ObjectiveNorm,BrakeShoe,
Cars,Physical,PhysicalSystem,BrakeSystem,,
Cars,Process,ConcreteEntity,Braking,,
Cars,Object,ConcreteEntity,CVJoint,,
Cars,Attribute,,ObjectiveNorm,Cam,
Cars,Object,ConcreteEntity,Camshaft,,
Cars,Object,ConcreteEntity,SecurityDevice,CarAlarm,
Cars,Attribute,,ObjectiveNorm,Carburetor,
Cars,Attribute,,ObjectiveNorm,CatalyticConverter,
Cars,Process,ConcreteEntity,Cavitating,,
Cars,Object,ConcreteEntity,Chain,,
Cars,Object,ConcreteEntity,ChainLink,,
Cars,Object,ConcreteEntity,PureSubstance,Charcoal,
Cars,Object,ConcreteEntity,Filter,CharcoalFilter,
Cars,Attribute,,ObjectiveNorm,Charger,
Cars,Process,ConcreteEntity,ChangeOfPossession,Charging,
Cars,Object,,Transducer,InternalCombustionEngine,Chevrolet350Engine
Cars,Object,ConcreteEntity,TransportationDevice,Automobile,ChevroletAutomobile
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,ChevroletEngine
Cars,,,,Chlorofluorocarbon,
Cars,Attribute,,ObjectiveNorm,Clutch,
Cars,Object,ConcreteEntity,CombustionChamber,,
Cars,Object,ConcreteEntity,TransportationDevice,Automobile,CommodoreAutomobile
Cars,Object,ConcreteEntity,CommodoreWheel,,
Cars,Process,ConcreteEntity,Transfer,Compressing,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,ContinuousCombustionEngine
Cars,Object,ConcreteEntity,TransportationDevice,Automobile,Corvette
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,CosworthEngine
Cars,Object,ConcreteEntity,Crankcase,,
Cars,Object,ConcreteEntity,Crankshaft,,
Cars,Attribute,,ObjectiveNorm,Damper,
Cars,Attribute,,ObjectiveNorm,Gear,Differential
Cars,Attribute,,ObjectiveNorm,Brake,DiscBrake
Cars,Process,ConcreteEntity,RadiatingElectromagnetic,Discharging,
Cars,Object,ConcreteEntity,ElectricDevice,Distributor,
Cars,Attribute,,Drivebelt,,
Cars,Object,ConcreteEntity,Driveshaft,,
Cars,Attribute,,ObjectiveNorm,Brake,DrumBrake
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,EightCylinderEngine
Cars,Object,ConcreteEntity,ElectricDevice,ElectricLightFixture,
Cars,Process,ConcreteEntity,RadiatingElectromagnetic,ElectricTransmission,
Cars,Object,ConcreteEntity,ElectricDevice,ElectricalTransformer,
Cars,Relation,BinaryRelation,Electrolyte,,
Cars,Attribute,,ObjectiveNorm,Magnet,Electromagnet
Cars,Attribute,,ObjectiveNorm,Controller,EngineChoke
Cars,Object,ConcreteEntity,EngineConnectingRod,,
Cars,Attribute,,ObjectiveNorm,Computer,EngineControlModule
Cars,Object,ConcreteEntity,EngineCoolingSystem,,
Cars,Process,ConcreteEntity,EngineCranking,,
Cars,Process,ConcreteEntity,EngineCycle,,
Cars,Object,ConcreteEntity,EngineCylinder,,
Cars,Object,ConcreteEntity,CoolingDevice,EngineFan,
Cars,Attribute,,ObjectiveNorm,Controller,EngineGovernor
Cars,Object,ConcreteEntity,MeasuringDevice,EngineMAPSensor,
Cars,Attribute,,ObjectiveNorm,EngineWaterPump,
Cars,Object,ConcreteEntity,PureSubstance,Oxygen,Exhaust
Cars,Object,ConcreteEntity,ExhaustManifold,,
Cars,Attribute,,ObjectiveNorm,Controller,ExhaustValve
Cars,Attribute,,Drivebelt,FanBelt,
Cars,Object,ConcreteEntity,MeasuringDevice,FeelerGauge,
Cars,Attribute,,ObjectiveNorm,FluorescentLightBulb,
Cars,Object,ConcreteEntity,FluorescentLightFixture,,
Cars,Attribute,,ObjectiveNorm,Controller,Flywheel
Cars,Object,ConcreteEntity,TransportationDevice,Automobile,FordAutomobile
Cars,Object,ConcreteEntity,FordWheelRim,,
Cars,Object,ConcreteEntity,FourByFourTire,,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,FourCylinderEngine
Cars,Process,ConcreteEntity,FourStrokeCombustion,,
Cars,Process,ConcreteEntity,FourStrokeCompression,,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,FourStrokeEngine
Cars,Process,ConcreteEntity,FourStrokeEngineCycle,,
Cars,Process,ConcreteEntity,FourStrokeExhaust,,
Cars,Process,ConcreteEntity,FourStrokeIntake,,
Cars,Object,ConcreteEntity,TransportationDevice,LandVehicle,FourWheelDriveVehicle
Cars,,,,Chlorofluorocarbon,Freon12
Cars,Object,ConcreteEntity,FuelAtomizer,,
Cars,Object,ConcreteEntity,SecurityDevice,FuelCapLock,
Cars,Object,ConcreteEntity,Filter,FuelFilter,
Cars,Object,ConcreteEntity,FuelAtomizer,FuelInjector,
Cars,Object,ConcreteEntity,TransportationDevice,FuelPump,
Cars,Object,ConcreteEntity,Mixture,FuelVapor,
Cars,Object,,Transducer,InternalCombustionEngine,GMLs1V8engine
Cars,Attribute,,ObjectiveNorm,GasCompressor,
Cars,Object,ConcreteEntity,PureSubstance,Metal,GasPedal
Cars,Object,ConcreteEntity,GasTank,,
Cars,Attribute,,ObjectiveNorm,Gasket,
Cars,Object,ConcreteEntity,ElectricDevice,Generator,
Cars,Object,ConcreteEntity,Grease,,
Cars,Object,ConcreteEntity,GreaseFitting,,
Cars,Object,ConcreteEntity,GreaseGun,,
Cars,Object,ConcreteEntity,HandTool,,
Cars,Object,ConcreteEntity,HandToolBox,,
Cars,Object,,Transducer,InternalCombustionEngine,HarleyDavidsonKnuckleheadEngine
Cars,Object,,Transducer,InternalCombustionEngine,HarleyDavidsonPanheadEngine
Cars,Object,ConcreteEntity,HearingProtection,,
Cars,Object,ConcreteEntity,PureSubstance,Metal,Helmet
Cars,Object,ConcreteEntity,TransportationDevice,Automobile,HoldenToranaAutomobile
Cars,Object,ConcreteEntity,Hose,,
Cars,Physical,PhysicalSystem,HydraulicCylinder,,
Cars,Object,ConcreteEntity,Mixture,HydraulicFluid,
Cars,Attribute,,ObjectiveNorm,Hydrometer,
Cars,Object,,PureSubstance,Metal,IconHelmet
Cars,Object,ConcreteEntity,ElectricDevice,IgnitionCoil,
Cars,Attribute,,ObjectiveNorm,Computer,IgnitionControlModule
Cars,Attribute,,ObjectiveNorm,LightBulb,IncandescentLightBulb
Cars,Object,ConcreteEntity,ElectricDevice,IncandescentLightFixture,
Cars,Process,ConcreteEntity,Inflating,,
Cars,Attribute,,ObjectiveNorm,Controller,IntakeValve
Cars,Object,ConcreteEntity,InteriorVehicleEquipment,,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,IntermittentCombustionEngine
Cars,Object,ConcreteEntity,InternalCombustionChamber,,
Cars,Object,ConcreteEntity,ElectricDevice,LEDLightFixture,
Cars,Object,ConcreteEntity,VehicleWindow,LaminatedWindshield,
Cars,Object,ConcreteEntity,PowerSource,RechargeableBattery,LeadAcidWetBattery
Cars,Attribute,,ObjectiveNorm,LeafSpring,
Cars,Attribute,,PsychologicalAttribute,Lightning,
Cars,Object,ConcreteEntity,LiquidEngineCoolingSystem,,
Cars,Object,ConcreteEntity,Lubricant,,
Cars,Attribute,,PsychologicalAttribute,Lubricating,
Cars,Attribute,,ObjectiveNorm,Damper,MacPhersonStrut
Cars,Attribute,,ObjectiveNorm,Magnet,
Cars,Attribute,,ObjectiveNorm,Controller,ManifoldHeatControlValve
Cars,Object,ConcreteEntity,MeasuringDevice,MassAirflowSensor,
Cars,Object,ConcreteEntity,MechanicalDie,,
Cars,Object,ConcreteEntity,MechanicalJoint,,
Cars,Object,ConcreteEntity,MechanicalNut,,
Cars,Object,ConcreteEntity,MechanicalTap,,
Cars,Object,ConcreteEntity,TransportationDevice,Automobile,MiniCooper
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,MiniCooperEngine
Cars,Object,ConcreteEntity,Clothing,MotorcycleGlove,
Cars,Object,ConcreteEntity,PureSubstance,Metal,MotorcycleHelmet
Cars,Relation,BinaryRelation,Mud,,
Cars,Object,ConcreteEntity,MudTire,,
Cars,Attribute,,ObjectiveNorm,Magnet,NaturalMagnet
Cars,Object,ConcreteEntity,PowerSource,NonRechargeableBattery,
Cars,Attribute,,ObjectiveNorm,Gasket,ORing
Cars,Object,ConcreteEntity,MeasuringDevice,Odometer,
Cars,Object,ConcreteEntity,Holder,FluidContainer,OilPan
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,OutboardEngine
Cars,Object,ConcreteEntity,MeasuringDevice,OxygenSensor,
Cars,Attribute,,ObjectiveNorm,Brake,ParkingBrake
Cars,Object,,TransportationDevice,LandVehicle,PeterbiltTruck
Cars,Attribute,,ObjectiveNorm,Piston,
Cars,Attribute,,ObjectiveNorm,PistonRing,
Cars,Attribute,,ObjectiveNorm,Controller,PositiveCrankcaseVentilationValve
Cars,Object,ConcreteEntity,OpticalDevice,ProtectiveEyewear,
Cars,Attribute,,ObjectiveNorm,Pulley,
Cars,Attribute,,ObjectiveNorm,Radiator,
Cars,Attribute,,ObjectiveNorm,Ratchet,
Cars,Object,ConcreteEntity,PowerSource,RechargeableBattery,
Cars,Attribute,,ObjectiveNorm,Reel,
Cars,Attribute,,ObjectiveNorm,RemoteControl,RemoteIgnitionControl
Cars,Physical,Collection,RemoteKeylessSystem,,
Cars,Object,ConcreteEntity,Respirator,,
Cars,Object,ConcreteEntity,PureSubstance,Metal,RockerArm
Cars,Object,ConcreteEntity,Rod,,
Cars,Attribute,,RotationalAttribute,,
Cars,Object,,Transducer,InternalCombustionEngine,RoverV8Engine
Cars,Object,ConcreteEntity,SafetyDevice,,
Cars,Object,ConcreteEntity,Clothing,SafetyHarness,
Cars,Object,ConcreteEntity,Clothing,SafetyVest,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,SeagullOutboard
Cars,Object,ConcreteEntity,Clothing,SafetyHarness,SeatBelt
Cars,Object,ConcreteEntity,SimmonsWheelRim,,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,SixCylinderEngine
Cars,Object,ConcreteEntity,Mixture,Cloud,Smoke
Cars,Attribute,,ObjectiveNorm,Ratchet,SnapOnRatchet
Cars,Attribute,,ObjectiveNorm,Magnet,Solenoid
Cars,Entity,Spark,,,
Cars,Object,ConcreteEntity,ElectricDevice,SparkPlug,
Cars,Attribute,,ObjectiveNorm,Controller,SpeedGovernor
Cars,Object,ConcreteEntity,MeasuringDevice,Speedometer,
Cars,Object,ConcreteEntity,Machine,StarterMotor,
Cars,Object,ConcreteEntity,SteeringBox,,
Cars,Object,ConcreteEntity,SteeringColumn,,
Cars,Object,ConcreteEntity,SecurityDevice,SteeringColumnLock,
Cars,Object,ConcreteEntity,ChemicalAcid,SulfuricAcid,
Cars,Attribute,,ObjectiveNorm,GasCompressor,Supercharger
Cars,Attribute,,ObjectiveNorm,Tachometer,
Cars,Object,ConcreteEntity,Tailpipe,,
Cars,Object,ConcreteEntity,TieRod,,
Cars,Object,ConcreteEntity,Tire,,
Cars,Object,ConcreteEntity,TireChain,,
Cars,Object,ConcreteEntity,TireChanger,,
Cars,Object,ConcreteEntity,TorqueWrench,,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,TwoCylinderEngine
Cars,Process,ConcreteEntity,TwoStrokeCompression,,
Cars,Object,ConcreteEntity,Transducer,InternalCombustionEngine,TwoStrokeEngine
Cars,Process,ConcreteEntity,TwoStrokeEngineCycle,,
Cars,Process,ConcreteEntity,TwoStrokeIntake,,
Cars,Process,ConcreteEntity,TwoStrokeTransfer,,
Cars,Object,ConcreteEntity,TransportationDevice,LandVehicle,TwoWheelDriveVehicle
Cars,Attribute,,ObjectiveNorm,UniversalJoint,
Cars,Attribute,,UnpoweredDevice,,
Cars,Attribute,,ObjectiveNorm,VacuumGauge,
Cars,Object,ConcreteEntity,VacuumHose,,
Cars,Process,ConcreteEntity,Decreasing,VaporCompressionCycle,
Cars,Object,ConcreteEntity,VehicleRoofRack,,
Cars,Object,ConcreteEntity,SafetyDevice,VehicleSafetyDevice,
Cars,Attribute,,ObjectiveNorm,VehicleSeat,
Cars,Object,ConcreteEntity,TransportationDevice,WaterPump,
Cars,Object,ConcreteEntity,WearingFrictionSurface,,
Cars,Object,ConcreteEntity,WheelChock,,
Cars,Object,ConcreteEntity,WheelRim,,
Cars,Object,ConcreteEntity,ElectricDevice,WireCoil,
Cars,Object,ConcreteEntity,Wrench,,
ClimateStatecraft,Object,ConcreteEntity,Ocean,PelagicZone,AbyssopelagicZone
ClimateStatecraft,Object,ConcreteEntity,Plant,Alga,
ClimateStatecraft,Object,ConcreteEntity,Ocean,PelagicZone,BathypelagicZone
ClimateStatecraft,Object,ConcreteEntity,Microorganism,Cyanobacteria,
ClimateStatecraft,Object,ConcreteEntity,Ocean,PelagicZone,EpipelagicZone
ClimateStatecraft,Object,ConcreteEntity,Ocean,PelagicZone,HadopelagicZone
ClimateStatecraft,Object,ConcreteEntity,Ocean,PelagicZone,MesopelagicZone
ClimateStatecraft,Object,ConcreteEntity,Ocean,OceanRegion,
ClimateStatecraft,Object,ConcreteEntity,Ocean,PelagicZone,
ClimateStatecraft,Object,ConcreteEntity,Photoautotroph,,
ClimateStatecraft,Process,ConcreteEntity,Photosynthesis,,
ClimateStatecraft,Object,ConcreteEntity,Plant,,
ClimateStatecraft,Object,ConcreteEntity,ElectricDevice,SolarPanel,
ClimateStatecraft,Process,ConcreteEntity,Transpiration,,
Communications,Object,ConcreteEntity,BroadcastingStation,AMRadioStation,
Communications,Physical,Collection,AMRadioSystem,,
Communications,Object,ConcreteEntity,ArtificialSatellite,,
Communications,Object,ConcreteEntity,BroadcastNetwork,,
Communications,Object,ConcreteEntity,BroadcastingStation,,
Communications,Physical,Collection,CableTelevisionSystem,,
Communications,Object,ConcreteEntity,EngineeringComponent,CommunicationRadio,
Communications,Object,ConcreteEntity,CommunicationSatellite,,
Communications,Object,,Telephone,CordedTelephone,
Communications,Object,,Telephone,CordlessTelephone,
Communications,Object,ConcreteEntity,CommunicationSatellite,Eutelsat,
Communications,Object,ConcreteEntity,BroadcastingStation,FMRadioStation,
Communications,Physical,Collection,FMRadioSystem,,
Communications,Object,ConcreteEntity,CommunicationSatellite,Inmarsat,
Communications,Object,ConcreteEntity,CommunicationSatellite,Intelsat,
Communications,Physical,Collection,InternetServiceProvider,,
Communications,Object,ConcreteEntity,CommunicationSatellite,Intersputnik,
Communications,Object,ConcreteEntity,EngineeringComponent,MainTelephoneLine,
Communications,Object,ConcreteEntity,CommunicationSatellite,Orbita,
Communications,Object,ConcreteEntity,BroadcastingStation,RadioStation,
Communications,Physical,Collection,RadioSystem,,
Communications,Physical,Collection,SatelliteTelevisionSystem,,
Communications,Object,ConcreteEntity,BroadcastingStation,ShortwaveRadioStation,
Communications,Physical,Collection,ShortwaveRadioSystem,,
Communications,Attribute,,ObjectiveNorm,RemoteControl,TVRemoteControl
Communications,Attribute,,PsychologicalAttribute,Telemetry,
Communications,Object,ConcreteEntity,TelephoneCradle,,
Communications,Physical,Collection,TelephoneSystem,,
Communications,Object,ConcreteEntity,EngineeringComponent,TelevisionReceiver,
Communications,Object,ConcreteEntity,BroadcastingStation,TelevisionStation,
Communications,Physical,Collection,TelevisionSystem,,
Communications,Attribute,,ObjectiveNorm,Printer,Telex
ComputerInput,Attribute,,ObjectiveNorm,Accelerometer,
ComputerInput,Object,,CognitiveAgent,ArtificialIntelligence,AccessingWebPage
ComputerInput,Object,,UserSignifiedAction,ActivatingUIElement,ComputerProcess
ComputerInput,Object,ConcreteEntity,ComputerInputButton,SpecialComputerKeyboardKey,AltKey
ComputerInput,Physical,ContentBearingPhysical,KeyboardAction,AltKeyHoldDown,
ComputerInput,Object,ConcreteEntity,ComputerInputButton,SpecialComputerKeyboardKey,ArrowKey
ComputerInput,Physical,ContentBearingPhysical,AudioInput,,
ComputerInput,Physical,ContentBearingPhysical,AudioInput,AudioInputControl,
ComputerInput,,,CognitiveAgent,ArtificialIntelligence,AudioMessaging
ComputerInput,Object,ConcreteEntity,Article,Blog,
ComputerInput,Object,ConcreteEntity,DiskDrive,BluRayDrive,
ComputerInput,Object,,UserSignifiedAction,BringingGEToFront,ComputerProcess
ComputerInput,Object,ConcreteEntity,CDDrive,,
ComputerInput,Attribute,,ObjectiveNorm,OpticalDisc,CD_R
ComputerInput,Attribute,,CD_ROM,OpticalDisc,CompactDisc
ComputerInput,Attribute,,ObjectiveNorm,CD_RW,CompactDisc
ComputerInput,Attribute,,ObjectiveNorm,CD_WriteOnce,
ComputerInput,Attribute,,ObjectiveNorm,ComputerDisk,CartridgeHardDisk
ComputerInput,Object,ConcreteEntity,DiskDrive,CartridgeHardDiskDrive,
ComputerInput,Object,ConcreteEntity,ComputerInputButton,CharacterKey,
ComputerInput,Physical,ContentBearingPhysical,LinguisticCommunication,Typing,CharacterKeyPress
ComputerInput,Physical,ContentBearingPhysical,Clicking,,
ComputerInput,Process,ConcreteEntity,Destruction,ClosingGraphicalWindow,
ComputerInput,,,GraphicalComputerMenu,ComboListTextBox,ComputerMenu
ComputerInput,Attribute,,ObjectiveNorm,ComputerDisk,
ComputerInput,Attribute,,ObjectiveNorm,ComputerOutputDevice,ComputerDisplay
ComputerInput,Object,ConcreteEntity,ComputerIODevice,,
ComputerInput,Object,ConcreteEntity,ComputerInputButton,,
ComputerInput,Object,ConcreteEntity,ComputerInputButton,ComputerKeyboardKey,
ComputerInput,Object,ConcreteEntity,ComputerKeyboard_Generic,,
ComputerInput,Object,ConcreteEntity,ComputerKeyboard_Generic,ComputerKeypad,
ComputerInput,Attribute,,ObjectiveNorm,ComputerLoudspeaker,
ComputerInput,Object,,CognitiveAgent,ArtificialIntelligence,ComputerMenu
ComputerInput,Physical,ContentBearingPhysical,GUIElement,ComputerMenuItem,
ComputerInput,Object,ConcreteEntity,ComputerMicrophone,,
ComputerInput,Attribute,,ObjectiveNorm,ComputerMouse,
ComputerInput,Object,ConcreteEntity,TouchSensitiveComputerInputDevice,ComputerTouchpad,
ComputerInput,Attribute,,ObjectiveNorm,ComputerTouchscreen,
ComputerInput,Object,ConcreteEntity,ComputerTouchscreenKeyboard,,
ComputerInput,Object,ConcreteEntity,ComputerTouchscreenKeypad,ComputerKeypad,
ComputerInput,Object,ConcreteEntity,PureSubstance,Metal,ControlKey
ComputerInput,Physical,ContentBearingPhysical,KeyboardAction,ControlKeyHoldDown,
ComputerInput,Object,,UserSignifiedAction,CoveringGUIElement,ComputerProcess
ComputerInput,Attribute,,ObjectiveNorm,Cursor,
ComputerInput,Object,ConcreteEntity,DiskDrive,DVDDrive,
ComputerInput,Object,,CognitiveAgent,ArtificialIntelligence,DigitalComment
ComputerInput,Object,,CognitiveAgent,ArtificialIntelligence,DigitalPost
ComputerInput,Object,ConcreteEntity,DiskDrive,,
ComputerInput,Object,ConcreteEntity,DiskDrive,DiskDriveWithRemovableDisks,
ComputerInput,Object,,CognitiveAgent,ArtificialIntelligence,DoNetworkMessaging
ComputerInput,Physical,ContentBearingPhysical,Clicking,DoubleClicking,
ComputerInput,Object,ConcreteEntity,ComputerInputButton,SpecialComputerKeyboardKey,DownArrowKey
ComputerInput,Object,,CognitiveAgent,ArtificialIntelligence,DownloadingOverNetwork
ComputerInput,Object,,UserSignifiedAction,DownloadingRequest,ComputerProcess
ComputerInput,Process,ConcreteEntity,MovingCursor,DraggingWithCursor,
ComputerInput,,,GraphicalComputerMenu,DropDownList,ComputerMenu
ComputerInput,Object,ConcreteEntity,ElectricDevice,ElectricSpeakerDevice,
ComputerInput,Object,ConcreteEntity,PureSubstance,Metal,EnterKey
ComputerInput,Physical,ContentBearingPhysical,LinguisticCommunication,Typing,EnterKeyPress
